Date,Time [s],T_amb_DB [°C],T_amb_WB [°C],RH [%],Power [W],Tank Temp #1 [°C],Tank Temp #2 [°C],Tank Temp #3 [°C],Tank Temp #4 [°C],Tank Temp #5 [°C],Tank Temp #6 [°C],T_water_in [°C],T_water_out [°C],Flow Rate [GPM]
12:37:50,2270,9.9,5.7,58.0,282.5,49.7,50.0,44.6,26.4,20.8,16.9,9.8,43.0,0.1
12:38:00,2280,9.9,5.8,57.8,282.4,49.7,50.0,44.7,26.4,20.9,17.0,9.8,42.9,1.0
12:38:10,2290,9.9,5.8,57.9,282.3,49.7,50.0,44.7,26.4,20.9,17.0,9.8,42.8,1.0
12:38:20,2300,9.9,5.8,57.8,283.2,49.5,50.0,44.6,26.5,21.0,17.0,9.8,42.5,1.0
12:38:30,2310,9.9,5.7,57.6,283.0,49.4,49.9,44.7,26.5,21.0,17.0,9.7,41.8,1.0
12:38:40,2320,9.8,5.7,57.8,283.1,49.4,49.9,44.6,26.5,21.0,17.0,9.2,41.2,1.0
12:38:50,2330,9.8,5.7,57.5,283.1,49.4,50.0,44.6,26.6,21.0,17.0,8.9,41.0,1.0
12:39:00,2340,9.8,5.6,57.7,283.3,49.4,49.9,44.5,26.6,21.1,17.0,9.0,40.5,1.0
12:39:10,2350,9.8,5.6,57.6,283.3,49.5,50.0,44.6,26.7,21.1,17.1,9.2,40.1,1.0
12:39:20,2360,9.7,5.5,57.4,288.6,49.2,50.0,44.6,26.8,21.1,17.1,9.4,39.9,1.0
12:39:30,2370,9.7,5.6,57.6,283.5,49.5,50.0,44.5,26.8,21.1,17.0,9.5,39.7,1.0
12:39:40,2380,9.8,5.6,57.5,283.5,49.5,49.9,44.5,26.8,21.2,17.1,9.6,39.6,1.0
12:39:50,2390,9.8,5.6,57.6,283.7,49.3,49.9,44.3,26.7,21.2,17.1,9.6,39.7,1.0
12:40:00,2400,9.7,5.5,57.6,284.1,49.4,49.9,44.3,26.7,21.2,17.2,9.6,39.9,1.0
12:40:10,2410,9.7,5.5,57.7,284.2,49.7,49.9,44.3,26.8,21.1,17.2,9.6,40.8,1.0
12:40:20,2420,9.6,5.5,57.5,284.6,49.4,49.9,44.1,26.8,21.2,17.6,9.7,49.5,1.0
12:40:30,2430,9.7,5.5,57.6,286.4,49.7,49.9,43.9,26.8,21.2,18.1,9.7,49.8,1.0
12:40:40,2440,9.6,5.5,57.7,284.4,49.5,49.9,43.5,26.7,21.2,18.2,9.7,49.9,1.0
12:40:50,2450,9.6,5.5,57.9,284.3,49.7,49.9,43.0,26.7,21.2,18.1,9.6,49.9,1.0
12:41:00,2460,9.6,5.5,57.6,284.4,49.6,49.9,42.5,26.6,21.2,17.7,9.6,49.9,1.0
12:41:10,2470,9.6,5.4,57.9,283.8,49.5,49.8,42.0,26.5,21.1,17.1,9.7,49.8,0.0
12:41:20,2480,9.5,5.4,57.8,283.6,49.6,49.8,42.1,26.5,21.0,16.8,9.7,49.6,0.0
12:41:30,2490,9.5,5.4,57.7,283.4,49.5,49.8,42.1,26.5,21.1,16.8,9.7,49.2,0.0
12:41:40,2500,9.5,5.4,57.8,283.1,49.2,49.8,41.9,26.5,21.2,16.8,9.7,49.5,0.0
12:41:50,2510,9.5,5.4,57.9,282.6,49.3,49.9,41.7,26.6,21.2,16.8,9.7,49.2,0.0
12:42:00,2520,9.5,5.4,57.7,283.1,49.6,49.9,41.8,26.6,21.3,16.8,9.7,48.8,0.0
12:42:10,2530,9.5,5.3,57.8,283.0,49.3,49.9,41.9,26.7,21.3,16.7,9.6,48.7,0.0
12:42:20,2540,9.4,5.3,57.9,282.9,49.6,49.8,41.8,26.8,21.4,16.7,9.7,48.4,0.0
12:42:30,2550,9.5,5.4,58.0,282.9,49.7,49.8,41.9,26.8,21.3,16.7,9.7,48.1,0.0
12:42:40,2560,9.5,5.4,57.8,283.4,49.5,49.8,42.0,26.8,21.3,16.7,9.7,47.8,0.0
12:42:50,2570,9.5,5.4,57.9,283.2,49.7,49.9,41.8,26.7,21.3,16.8,9.7,47.7,0.0
12:43:00,2580,9.5,5.4,58.1,283.8,49.6,49.8,41.7,26.7,21.3,16.7,9.7,47.4,0.0
12:43:10,2590,9.5,5.5,58.3,283.7,49.7,49.8,41.9,26.7,21.4,16.7,9.7,47.1,0.0
12:43:20,2600,9.5,5.4,58.1,284.3,49.2,49.9,41.9,26.8,21.3,16.8,9.7,46.9,0.0
12:43:30,2610,9.5,5.4,58.2,284.1,49.7,49.9,41.8,26.9,21.4,16.8,9.7,46.7,0.0
12:43:40,2620,9.5,5.4,58.2,284.6,49.5,49.8,41.8,27.0,21.4,16.8,9.7,46.5,0.0
12:43:50,2630,9.5,5.4,58.3,284.3,49.4,49.9,41.8,27.0,21.5,16.8,9.7,46.2,0.0
12:44:00,2640,9.5,5.5,58.5,284.9,49.8,49.9,41.7,27.1,21.6,16.8,9.7,46.0,0.0
12:44:10,2650,9.6,5.5,58.5,284.5,49.7,49.8,41.8,27.1,21.6,16.7,9.7,45.7,0.0
12:44:20,2660,9.6,5.5,58.2,290.1,49.7,49.8,41.9,27.1,21.6,16.7,9.7,45.5,0.0
12:44:30,2670,9.7,5.6,58.6,290.1,49.6,49.8,41.9,27.0,21.6,16.8,9.7,45.3,0.0
12:44:40,2680,9.7,5.6,58.5,285.1,49.8,49.8,41.9,27.0,21.6,16.8,9.7,45.2,0.0
12:44:50,2690,9.7,5.6,58.6,285.1,49.7,49.8,41.9,27.1,21.6,16.8,9.7,45.0,0.0
12:45:00,2700,9.8,5.7,58.5,285.1,49.7,49.8,41.9,27.2,21.7,16.9,9.7,44.8,0.0
12:45:10,2710,9.8,5.7,58.3,285.4,49.5,49.8,41.8,27.2,21.7,16.8,9.7,44.6,0.0
12:45:20,2720,9.7,5.7,58.4,285.4,49.5,49.8,41.9,27.2,21.7,16.8,9.7,44.4,0.0
12:45:30,2730,9.8,5.7,58.4,285.5,49.6,49.8,41.7,27.2,21.7,16.8,9.7,44.2,0.0
12:45:40,2740,9.8,5.6,58.3,285.6,49.3,49.8,41.6,27.3,21.7,16.9,9.7,44.0,0.0
12:45:50,2750,9.7,5.6,58.2,290.5,49.4,49.8,41.6,27.4,21.7,16.9,9.7,43.8,0.0
12:46:00,2760,9.7,5.6,58.2,286.3,49.5,49.8,41.7,27.4,21.7,16.9,9.7,43.6,0.0
12:46:10,2770,9.7,5.6,58.3,285.8,49.6,49.8,41.8,27.4,21.8,16.9,9.7,43.4,0.0
12:46:20,2780,9.7,5.6,58.2,286.0,49.6,49.8,42.0,27.5,21.8,16.9,9.7,43.2,0.0
12:46:30,2790,9.7,5.6,58.2,286.6,49.5,49.8,42.0,27.4,21.8,16.9,9.7,43.0,0.0
12:46:40,2800,9.7,5.6,58.0,286.4,49.6,49.8,41.9,27.4,21.9,17.0,9.7,42.8,0.0
12:46:50,2810,9.6,5.5,58.1,285.9,49.6,49.8,41.8,27.5,21.9,17.0,9.7,42.6,0.0
12:47:00,2820,9.6,5.4,57.9,289.9,49.7,49.8,41.7,27.5,22.0,17.0,9.7,42.4,0.0
12:47:10,2830,9.6,5.5,57.8,286.0,49.8,49.8,41.8,27.5,22.0,17.0,9.7,42.2,0.0
12:47:20,2840,9.5,5.4,57.8,286.2,49.6,49.8,41.6,27.6,22.0,17.0,9.7,42.0,0.0
12:47:30,2850,9.5,5.4,58.1,286.4,49.5,49.8,41.7,27.6,22.0,17.0,9.7,41.8,0.0
12:47:40,2860,9.5,5.4,57.8,286.7,49.5,49.8,41.7,27.7,22.0,17.1,9.7,41.6,0.0
12:47:50,2870,9.5,5.4,57.9,286.4,49.4,49.8,41.7,27.7,22.0,17.1,9.7,41.5,0.0
12:48:00,2880,9.5,5.4,57.7,286.9,49.6,49.8,41.9,27.7,22.0,17.1,9.7,41.3,0.0
12:48:10,2890,9.5,5.4,58.0,287.3,49.3,49.8,42.0,27.7,22.1,17.1,9.7,41.1,0.0
12:48:20,2900,9.6,5.5,58.2,289.6,49.2,49.8,41.8,27.8,22.1,17.1,9.7,40.9,0.0
12:48:30,2910,9.7,5.6,58.3,286.9,49.5,49.8,41.7,27.8,22.1,17.1,9.7,40.7,0.0
12:48:40,2920,9.8,5.6,58.2,287.2,49.5,49.8,41.8,27.8,22.1,17.2,9.7,40.5,0.0
12:48:50,2930,9.8,5.7,58.5,287.0,49.7,49.8,41.7,27.9,22.2,17.2,9.7,40.3,0.0
12:49:00,2940,9.8,5.7,58.3,287.4,49.5,49.8,41.7,27.9,22.2,17.1,9.7,40.2,0.0
12:49:10,2950,9.9,5.8,58.3,287.3,49.3,49.8,41.7,27.9,22.2,17.1,9.7,40.0,0.0
12:49:20,2960,10.0,5.9,58.2,287.3,49.6,49.8,41.7,27.9,22.3,17.2,9.7,39.8,0.0
12:49:30,2970,10.1,6.0,58.4,287.5,49.4,49.8,41.7,27.9,22.3,17.2,9.7,39.7,0.0
12:49:40,2980,10.1,5.9,58.0,287.5,49.3,49.8,41.7,28.0,22.3,17.2,9.7,39.5,0.0
12:49:50,2990,10.1,5.9,57.9,287.8,49.3,49.8,41.7,28.0,22.4,17.2,9.7,39.4,0.0
12:50:00,3000,10.0,5.8,58.0,287.8,49.3,49.8,41.8,28.0,22.4,17.3,9.7,39.2,0.0
12:50:10,3010,10.0,5.8,57.7,288.2,49.4,49.8,41.7,28.1,22.4,17.3,9.7,39.0,0.0
12:50:20,3020,9.9,5.8,57.7,288.4,49.6,49.8,41.7,28.1,22.4,17.3,9.7,38.8,0.0
12:50:30,3030,9.9,5.7,57.7,288.2,49.3,49.8,41.7,28.2,22.5,17.3,9.7,38.7,0.0
12:50:40,3040,9.9,5.7,57.5,288.3,49.5,49.8,41.7,28.2,22.5,17.3,9.7,38.5,0.0
12:50:50,3050,9.9,5.7,57.3,288.8,49.3,49.8,41.8,28.2,22.5,17.3,9.7,38.3,0.0
12:51:00,3060,9.8,5.6,57.5,288.9,49.3,49.7,41.7,28.2,22.5,17.3,9.7,38.1,0.0
12:51:10,3070,9.9,5.7,57.4,288.9,49.2,49.8,41.7,28.3,22.6,17.3,9.7,38.0,0.0
12:51:20,3080,9.8,5.6,57.3,288.6,49.4,49.7,41.7,28.3,22.6,17.4,9.7,37.8,0.0
12:51:30,3090,9.8,5.6,57.5,289.1,49.6,49.8,41.7,28.3,22.6,17.5,9.7,37.7,0.0
12:51:40,3100,9.8,5.6,57.6,289.1,49.5,49.8,41.7,28.3,22.6,17.5,9.7,37.5,0.0
12:51:50,3110,9.7,5.5,57.2,288.9,48.8,49.8,41.6,28.4,22.7,17.5,9.7,37.4,0.0
12:52:00,3120,9.7,5.5,57.3,288.9,49.1,49.7,41.6,28.4,22.7,17.5,9.7,37.2,0.0
12:52:10,3130,9.7,5.5,57.6,289.0,49.3,49.7,41.7,28.5,22.8,17.5,9.8,37.0,0.0
12:52:20,3140,9.6,5.5,57.6,288.9,49.3,49.6,41.7,28.5,22.8,17.5,9.7,36.9,0.0
12:52:30,3150,9.6,5.4,57.4,289.4,49.3,49.7,41.7,28.5,22.8,17.5,9.7,36.8,0.0
12:52:40,3160,9.6,5.4,57.5,289.3,49.3,49.7,41.7,28.5,22.9,17.5,9.7,36.6,0.0
12:52:50,3170,9.6,5.5,57.6,289.4,49.3,49.7,41.8,28.6,22.9,17.5,9.8,36.5,0.0
12:53:00,3180,9.6,5.5,57.7,289.6,49.4,49.7,41.7,28.6,22.9,17.6,9.7,36.3,0.0
12:53:10,3190,9.6,5.5,57.8,289.8,49.1,49.8,41.7,28.6,22.9,17.7,9.7,36.2,0.0
12:53:20,3200,9.6,5.5,57.7,289.7,49.1,49.8,41.6,28.6,22.9,17.7,9.8,36.0,0.0
12:53:30,3210,9.6,5.5,57.9,289.8,49.0,49.7,41.6,28.7,23.0,17.6,9.8,35.9,0.0
12:53:40,3220,9.5,5.4,57.9,294.3,48.7,49.7,41.7,28.7,23.0,17.6,9.7,35.7,0.0
12:53:50,3230,9.5,5.4,57.8,290.3,48.7,49.7,41.6,28.8,23.0,17.7,9.8,35.6,0.0
12:54:00,3240,9.5,5.4,57.8,290.0,49.2,49.7,41.6,28.8,23.1,17.7,9.8,35.4,0.0
12:54:10,3250,9.5,5.4,57.9,290.2,49.0,49.7,41.7,28.8,23.1,17.7,9.7,35.3,0.0
12:54:20,3260,9.5,5.4,58.1,290.2,49.2,49.7,41.6,28.8,23.1,17.7,9.8,35.1,0.0
12:54:30,3270,9.5,5.3,57.8,290.2,49.2,49.7,41.6,28.8,23.1,17.8,9.7,35.0,0.0
12:54:40,3280,9.5,5.3,57.8,289.9,49.3,49.7,41.7,28.8,23.2,17.8,9.8,34.9,0.0
12:54:50,3290,9.5,5.3,58.0,290.3,49.2,49.7,41.7,28.9,23.2,17.8,9.8,34.7,0.0
12:55:00,3300,9.5,5.4,57.9,290.3,49.1,49.7,41.6,28.9,23.2,17.8,9.8,34.6,0.0
12:55:10,3310,9.5,5.4,58.1,290.6,49.0,49.7,41.7,29.0,23.3,17.9,9.8,34.4,0.0
12:55:20,3320,9.4,5.3,58.1,290.5,48.9,49.7,41.7,29.0,23.3,17.9,9.8,34.3,0.0
12:55:30,3330,9.4,5.3,58.1,290.8,49.2,49.7,41.6,29.0,23.3,17.9,9.8,34.1,0.0
12:55:40,3340,9.4,5.3,58.4,290.5,49.2,49.6,41.7,29.0,23.3,17.9,9.8,34.0,0.0
12:55:50,3350,9.4,5.3,58.3,290.9,49.1,49.6,41.6,29.1,23.4,17.9,9.8,33.9,0.0
12:56:00,3360,9.5,5.4,58.3,291.0,49.1,49.6,41.6,29.1,23.4,17.9,9.7,33.7,0.0
12:56:10,3370,9.5,5.4,58.4,291.1,49.3,49.7,41.6,29.1,23.4,17.9,9.8,33.6,0.0
12:56:20,3380,9.5,5.4,58.2,294.0,49.0,49.7,41.6,29.2,23.5,18.0,9.8,33.5,0.0
12:56:30,3390,9.5,5.4,58.4,291.6,49.2,49.7,41.6,29.2,23.5,18.0,9.8,33.3,0.0
12:56:40,3400,9.5,5.5,58.4,291.5,49.2,49.7,41.6,29.2,23.5,18.0,9.8,33.2,0.0
12:56:50,3410,9.5,5.5,58.7,293.8,49.0,49.7,41.6,29.2,23.5,18.1,9.8,33.1,0.0
12:57:00,3420,9.6,5.5,58.4,291.7,49.2,49.7,41.6,29.3,23.6,18.1,9.8,33.0,0.0
12:57:10,3430,9.6,5.5,58.5,291.6,49.1,49.7,41.6,29.3,23.6,18.1,9.8,32.8,0.0
12:57:20,3440,9.6,5.6,58.5,291.4,49.0,49.7,41.6,29.3,23.6,18.1,9.8,32.7,0.0
12:57:30,3450,9.7,5.6,58.5,291.7,49.0,49.7,41.6,29.4,23.7,18.1,9.8,32.6,0.0
12:57:40,3460,9.7,5.6,58.3,291.8,49.3,49.7,41.6,29.4,23.7,18.2,9.8,32.5,0.0
12:57:50,3470,9.7,5.6,58.2,291.8,49.6,49.7,41.6,29.4,23.7,18.2,9.8,32.3,0.0
12:58:00,3480,9.7,5.6,58.2,291.4,49.5,49.7,41.6,29.4,23.7,18.2,9.8,32.2,0.0
12:58:10,3490,9.7,5.6,58.1,291.9,49.3,49.7,41.6,29.5,23.8,18.2,9.8,32.1,0.0
12:58:20,3500,9.7,5.6,58.0,292.0,49.4,49.7,41.6,29.5,23.8,18.2,9.8,31.9,0.0
12:58:30,3510,9.7,5.6,58.1,292.2,49.3,49.7,41.6,29.5,23.8,18.2,9.8,31.8,0.0
12:58:40,3520,9.7,5.6,57.8,292.3,49.5,49.7,41.6,29.6,23.9,18.2,9.8,31.7,0.0
12:58:50,3530,9.7,5.6,57.8,292.7,49.1,49.7,41.6,29.6,23.9,18.3,9.8,31.6,0.0
12:59:00,3540,9.7,5.5,57.9,292.2,49.2,49.7,41.6,29.6,23.9,18.3,9.8,31.4,0.0
12:59:10,3550,9.6,5.5,57.9,292.8,49.4,49.7,41.6,29.6,23.9,18.3,9.8,31.3,0.0
12:59:20,3560,9.6,5.5,58.0,292.7,49.4,49.7,41.6,29.7,24.0,18.4,9.8,31.2,0.0
12:59:30,3570,9.6,5.4,57.7,293.5,49.5,49.7,41.6,29.7,24.0,18.4,9.8,31.1,0.0
12:59:40,3580,9.6,5.4,57.8,293.1,49.5,49.7,41.6,29.7,24.0,18.4,9.8,30.9,0.0
12:59:50,3590,9.6,5.5,57.9,293.5,49.2,49.7,41.6,29.8,24.1,18.4,9.8,30.8,0.0
13:00:00,3600,9.6,5.5,58.0,292.9,49.2,49.7,41.6,29.8,24.1,18.4,9.8,30.7,0.0
13:00:10,3610,9.6,5.5,57.8,293.4,49.1,49.7,41.6,29.8,24.1,18.5,9.8,30.6,0.0
13:00:20,3620,9.6,5.5,57.9,293.2,49.1,49.7,41.6,29.8,24.1,18.5,9.8,30.5,0.0
13:00:30,3630,9.7,5.5,57.8,293.5,49.2,49.7,41.5,29.9,24.2,18.5,9.8,30.4,0.0
13:00:40,3640,9.7,5.6,58.1,293.4,49.3,49.6,41.6,29.9,24.2,18.5,9.8,30.2,0.0
13:00:50,3650,9.7,5.5,57.9,294.1,49.2,49.6,41.6,29.9,24.2,18.6,9.8,30.1,0.0
13:01:00,3660,9.7,5.6,58.0,294.4,49.4,49.7,41.6,29.9,24.3,18.6,9.8,30.0,0.0
13:01:10,3670,9.7,5.6,58.0,294.2,48.9,49.7,41.6,30.0,24.3,18.6,9.8,29.9,0.0
13:01:20,3680,9.7,5.6,57.9,293.8,49.2,49.6,41.6,30.0,24.3,18.6,9.8,29.8,0.0
13:01:30,3690,9.7,5.6,57.7,294.3,49.0,49.6,41.6,30.0,24.3,18.6,9.8,29.7,0.0
13:01:40,3700,9.7,5.6,57.8,294.3,49.4,49.7,41.6,30.1,24.4,18.6,9.8,29.6,0.0
13:01:50,3710,9.7,5.6,57.8,294.2,49.3,49.6,41.6,30.1,24.4,18.7,9.8,29.5,0.0
13:02:00,3720,9.7,5.5,58.0,294.1,49.4,49.7,41.6,30.1,24.4,18.7,9.8,29.4,0.0
13:02:10,3730,9.7,5.5,57.7,294.6,48.8,49.7,41.6,30.1,24.5,18.7,9.8,29.3,0.0
13:02:20,3740,9.7,5.6,58.1,294.4,49.2,49.6,41.5,30.2,24.5,18.7,9.8,29.2,0.0
13:02:30,3750,9.7,5.5,57.7,295.0,49.4,49.6,41.5,30.2,24.5,18.8,9.8,29.1,0.0
13:02:40,3760,9.6,5.5,57.8,294.6,49.4,49.7,41.6,30.2,24.5,18.8,9.8,29.0,0.0
13:02:50,3770,9.6,5.5,58.0,294.5,49.1,49.7,41.6,30.2,24.6,18.8,9.8,28.9,0.0
13:03:00,3780,9.6,5.5,58.1,294.9,49.3,49.7,41.6,30.3,24.6,18.8,9.8,28.8,0.0
13:03:10,3790,9.6,5.5,58.0,294.8,49.4,49.6,41.6,30.3,24.6,18.9,9.8,28.7,0.0
13:03:20,3800,9.5,5.4,58.1,294.5,49.0,49.7,41.5,30.3,24.7,18.9,9.8,28.5,0.0
13:03:30,3810,9.5,5.4,58.0,295.1,49.1,49.6,41.5,30.4,24.7,18.9,9.8,28.4,0.0
13:03:40,3820,9.5,5.4,57.8,294.7,49.4,49.7,41.5,30.4,24.7,18.9,9.8,28.3,0.0
13:03:50,3830,9.5,5.4,57.8,295.0,49.3,49.7,41.5,30.4,24.7,18.9,9.8,28.2,0.0
13:04:00,3840,9.5,5.4,57.9,295.0,49.3,49.7,41.5,30.4,24.8,18.9,9.8,28.1,0.0
13:04:10,3850,9.6,5.5,58.0,295.4,48.7,49.6,41.5,30.5,24.8,18.9,9.8,28.0,0.0
13:04:20,3860,9.6,5.5,57.7,295.3,49.0,49.7,41.5,30.5,24.8,19.0,9.8,27.9,0.0
13:04:30,3870,9.6,5.5,58.0,295.4,49.3,49.7,41.5,30.5,24.9,19.0,9.8,27.8,0.0
13:04:40,3880,9.6,5.5,58.2,295.5,49.4,49.7,41.6,30.5,24.9,19.0,9.8,27.7,0.0
13:04:50,3890,9.7,5.6,58.1,295.6,49.4,49.7,41.6,30.6,24.9,19.0,9.8,27.6,0.0
13:05:00,3900,9.8,5.7,58.2,295.7,49.1,49.6,41.5,30.6,25.0,19.1,9.8,27.5,0.0
13:05:10,3910,9.9,5.8,58.0,296.4,49.1,49.6,41.5,30.6,25.0,19.1,9.8,27.4,0.0
13:05:20,3920,10.0,5.9,58.3,296.0,49.2,49.6,41.5,30.6,25.0,19.1,9.8,27.3,0.0
13:05:30,3930,10.1,5.9,58.0,296.3,49.1,49.6,41.5,30.7,25.0,19.1,9.8,27.2,0.0
13:05:40,3940,10.1,6.0,58.1,296.2,49.0,49.6,41.5,30.7,25.1,19.2,9.8,27.2,0.0
13:05:50,3950,10.2,6.0,58.2,296.2,49.3,49.6,41.5,30.7,25.1,19.2,9.9,27.1,0.0
13:06:00,3960,10.1,5.9,57.7,296.1,49.3,49.6,41.5,30.8,25.1,19.2,9.8,27.0,0.0
13:06:10,3970,10.1,5.9,58.0,296.2,49.4,49.6,41.5,30.8,25.2,19.2,9.9,26.9,0.0
13:06:20,3980,10.0,5.8,57.9,296.2,49.4,49.6,41.5,30.8,25.2,19.2,9.9,26.8,0.0
13:06:30,3990,10.0,5.8,57.6,296.4,49.4,49.6,41.5,30.8,25.2,19.3,9.9,26.7,0.0
13:06:40,4000,9.9,5.8,58.0,296.4,49.1,49.6,41.5,30.8,25.2,19.3,9.9,26.6,0.0
13:06:50,4010,9.9,5.7,57.6,296.8,49.2,49.6,41.5,30.9,25.3,19.3,9.9,26.5,0.0
13:07:00,4020,9.9,5.7,57.6,296.8,49.0,49.6,41.5,30.9,25.3,19.3,9.9,26.5,0.0
13:07:10,4030,9.9,5.7,57.8,297.0,48.9,49.5,41.5,31.0,25.4,19.3,9.9,26.4,0.0
13:07:20,4040,9.9,5.7,57.8,296.6,49.2,49.6,41.6,31.0,25.4,19.3,9.9,26.3,0.0
13:07:30,4050,9.9,5.7,57.9,296.8,48.9,49.6,41.5,31.0,25.4,19.4,9.9,26.2,0.0
13:07:40,4060,9.9,5.7,57.8,296.9,48.9,49.6,41.5,31.0,25.4,19.4,9.9,26.1,0.0
13:07:50,4070,9.8,5.6,57.6,297.1,49.2,49.6,41.5,31.0,25.5,19.4,9.9,26.0,0.0
13:08:00,4080,9.8,5.6,57.6,297.0,48.7,49.6,41.5,31.1,25.5,19.5,9.9,25.9,0.0
13:08:10,4090,9.7,5.5,57.4,297.2,49.0,49.6,41.5,31.1,25.5,19.5,9.9,25.8,0.0
13:08:20,4100,9.7,5.6,57.7,297.0,48.7,49.6,41.5,31.1,25.5,19.5,9.9,25.8,0.0
13:08:30,4110,9.7,5.6,57.7,297.8,49.1,49.6,41.5,31.2,25.6,19.5,9.9,25.6,0.0
13:08:40,4120,9.7,5.5,57.7,297.5,49.1,49.6,41.5,31.2,25.6,19.5,9.9,25.6,0.0
13:08:50,4130,9.7,5.5,57.4,298.0,49.2,49.6,41.5,31.2,25.6,19.5,9.9,25.4,0.0
13:09:00,4140,9.6,5.5,57.8,297.8,48.9,49.6,41.5,31.2,25.7,19.6,9.9,25.4,0.0
13:09:10,4150,9.6,5.4,57.4,297.7,49.0,49.6,41.5,31.3,25.7,19.6,9.9,25.3,0.0
13:09:20,4160,9.6,5.4,57.8,297.6,49.1,49.5,41.5,31.3,25.7,19.6,9.9,25.2,0.0
13:09:30,4170,9.5,5.4,57.8,297.8,49.2,49.5,41.5,31.3,25.7,19.7,10.0,25.1,0.0
13:09:40,4180,9.5,5.4,57.8,298.1,48.9,49.6,41.5,31.3,25.8,19.6,10.0,25.0,0.0
13:09:50,4190,9.5,5.3,57.6,298.3,48.9,49.6,41.5,31.4,25.8,19.7,10.0,25.0,0.0
13:10:00,4200,9.5,5.4,57.6,298.1,49.1,49.6,41.5,31.4,25.8,19.7,10.0,24.9,0.0
13:10:10,4210,9.4,5.3,57.8,298.8,48.9,49.6,41.5,31.4,25.8,19.7,10.0,24.8,0.0
13:10:20,4220,9.5,5.3,57.6,298.5,49.1,49.6,41.5,31.5,25.9,19.7,10.0,24.7,0.0
13:10:30,4230,9.5,5.4,57.7,298.6,49.0,49.6,41.5,31.5,25.9,19.8,10.0,24.6,0.0
13:10:40,4240,9.5,5.4,58.0,298.6,49.2,49.6,41.5,31.5,26.0,19.8,10.0,24.5,0.0
13:10:50,4250,9.4,5.3,57.9,298.9,49.4,49.5,41.5,31.5,26.0,19.8,10.0,24.5,0.0
13:11:00,4260,9.5,5.3,57.9,299.4,49.2,49.6,41.5,31.5,26.0,19.8,10.0,24.4,0.0
13:11:10,4270,9.4,5.3,58.2,298.6,48.9,49.6,41.5,31.6,26.0,19.9,10.0,24.3,0.0
13:11:20,4280,9.4,5.3,57.8,298.6,49.1,49.6,41.5,31.6,26.1,19.9,10.0,24.2,0.0
13:11:30,4290,9.4,5.4,58.3,299.1,49.2,49.6,41.5,31.6,26.1,19.9,10.0,24.1,0.0
13:11:40,4300,9.4,5.3,58.2,299.1,49.3,49.6,41.5,31.7,26.1,19.9,10.0,24.1,0.0
13:11:50,4310,9.4,5.3,58.0,299.3,49.4,49.6,41.5,31.7,26.1,19.9,10.0,24.0,0.0
13:12:00,4320,9.4,5.3,58.1,298.8,49.1,49.6,41.5,31.7,26.2,19.9,10.1,23.9,0.0
13:12:10,4330,9.4,5.3,58.3,299.2,49.0,49.6,41.5,31.7,26.2,19.9,10.1,23.9,0.0
13:12:20,4340,9.4,5.3,58.4,299.3,49.0,49.6,41.5,31.8,26.2,20.0,10.1,23.8,0.0
13:12:30,4350,9.4,5.4,58.2,299.3,49.2,49.6,41.5,31.8,26.3,20.0,10.1,23.7,0.0
13:12:40,4360,9.5,5.4,58.4,299.4,49.3,49.5,41.5,31.8,26.3,20.0,10.1,23.6,0.0
13:12:50,4370,9.5,5.5,58.6,299.6,49.2,49.6,41.5,31.8,26.3,20.1,10.1,23.5,0.0
13:13:00,4380,9.6,5.5,58.4,299.7,49.1,49.6,41.5,31.9,26.3,20.1,10.1,23.4,0.0
13:13:10,4390,9.6,5.5,58.2,300.0,48.9,49.6,41.5,31.9,26.4,20.1,10.1,23.4,0.0
13:13:20,4400,9.6,5.6,58.6,299.8,48.9,49.6,41.5,31.9,26.4,20.1,10.1,23.3,0.0
13:13:30,4410,9.6,5.5,58.4,299.8,48.9,49.5,41.5,31.9,26.4,20.1,10.1,23.2,0.0
13:13:40,4420,9.7,5.7,58.6,300.1,48.7,49.5,41.5,32.0,26.5,20.2,10.2,23.1,0.0
13:13:50,4430,9.7,5.6,58.4,300.4,49.0,49.5,41.5,32.0,26.5,20.2,10.2,23.1,0.0
13:14:00,4440,9.7,5.6,58.5,300.0,49.0,49.5,41.5,32.0,26.5,20.2,10.2,23.0,0.0
13:14:10,4450,9.7,5.6,58.3,300.7,49.1,49.5,41.5,32.0,26.6,20.2,10.2,23.0,0.0
13:14:20,4460,9.8,5.6,58.2,300.7,49.2,49.5,41.5,32.1,26.6,20.3,10.2,22.9,0.0
13:14:30,4470,9.7,5.6,58.1,300.9,49.1,49.5,41.5,32.1,26.6,20.3,10.2,22.8,0.0
13:14:40,4480,9.7,5.6,58.1,301.2,49.0,49.5,41.5,32.1,26.6,20.3,10.2,22.7,0.0
13:14:50,4490,9.7,5.6,58.2,301.0,48.6,49.5,41.5,32.1,26.7,20.3,10.2,22.7,0.0
13:15:00,4500,9.7,5.6,58.3,300.8,49.1,49.5,41.5,32.2,26.7,20.3,10.2,22.6,0.0
13:15:10,4510,9.7,5.6,58.3,301.2,49.1,49.5,41.5,32.2,26.7,20.3,10.2,22.5,0.0
13:15:20,4520,9.7,5.6,58.1,305.8,49.2,49.5,41.5,32.2,26.7,20.4,10.2,22.5,0.0
13:15:30,4530,9.8,5.6,58.1,306.5,49.0,49.5,41.4,32.2,26.8,20.4,10.2,22.4,0.0
